,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,lng,lat,Location,PdId,zip_code,18-24 Total,18-24 Less than high school graduate,18-24 High school graduate,18-24 Some college or associate's degree,18-24 Bachelor's degree or higher,25 Total,25 Less than 9th grade,25 9th to 12th grade,25 High school graduate,"25 Some college, no degree",25 Associate's degree,25 Bachelor's degree,25 Graduate or professional degree,Population 16 years and over,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Median household income,Mean household income,Median family income,Mean family income,Per capita income,Median nonfamily income,Mean nonfamily income,Median earnings for workers,Civilian noninstitutionalized population,With health insurance coverage,No health insurance coverage
1114,180294723,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,04/20/2018,23:30,SOUTHERN,NONE,1000 Block of MARKET ST,-122.41107142306448,37.7817511307229,POINT (-122.41107142306448 37.7817511307229),18029472303014,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1115,186091559,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,23:30,MISSION,NONE,200 Block of UTAH ST,-122.40668271701523,37.76647560594263,POINT (-122.40668271701524 37.76647560594263),18609155906244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1116,186103085,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/20/2018,22:30,SOUTHERN,NONE,0 Block of HENRYADAMS ST,-122.40388723659159,37.76917148991495,POINT (-122.40388723659159 37.769171489914946),18610308506374,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1117,180295282,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,04/20/2018,22:00,MISSION,NONE,JULIAN AV / 15TH ST,-122.4210578548394,37.766598778147824,POINT (-122.42105785483939 37.766598778147824),18029528228160,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1118,186099898,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,22:00,SOUTHERN,NONE,BRYANT ST / 10TH ST,-122.40973877190581,37.77034820354541,POINT (-122.40973877190581 37.77034820354541),18609989806244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1119,180294400,ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Friday,04/20/2018,21:20,MISSION,NONE,SOUTH VAN NESS AV / ADAIR ST,-122.4175445718022,37.76575224815854,POINT (-122.41754457180218 37.76575224815854),18029440004022,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1120,180294400,ASSAULT,BATTERY WITH SERIOUS INJURIES,Friday,04/20/2018,21:20,MISSION,NONE,SOUTH VAN NESS AV / ADAIR ST,-122.4175445718022,37.76575224815854,POINT (-122.41754457180218 37.76575224815854),18029440004136,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1121,180294648,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/20/2018,21:00,MISSION,NONE,STEVENSON ST / 14TH ST,-122.42121339889023,37.76819769772453,POINT (-122.42121339889022 37.768197697724524),18029464806243,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1122,186099860,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,20:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609986006372,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1123,180294212,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/20/2018,20:27,SOUTHERN,NONE,300 Block of 11TH ST,-122.41318943001123,37.77127369135759,POINT (-122.41318943001123 37.77127369135759),18029421264085,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1124,186091703,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,04/20/2018,20:00,MISSION,NONE,200 Block of VALENCIA ST,-122.42229765823365,37.76844274160024,POINT (-122.42229765823365 37.76844274160024),18609170306224,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1125,186099848,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,20:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609984806244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1126,180310062,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,04/20/2018,19:18,SOUTHERN,NONE,100 Block of 9TH ST,-122.41389657925062,37.77565753770444,POINT (-122.41389657925062 37.77565753770444),18031006205073,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1127,186099832,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/20/2018,19:15,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609983206374,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1128,186091355,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,19:00,MISSION,NONE,SOUTH VAN NESS AV / ADAIR ST,-122.4175445718022,37.76575224815854,POINT (-122.41754457180218 37.76575224815854),18609135506244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1129,186099854,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,19:00,SOUTHERN,NONE,8TH ST / FOLSOM ST,-122.41006578160419,37.77499067925927,POINT (-122.41006578160419 37.77499067925927),18609985406244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1130,180294187,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/20/2018,18:30,MISSION,NONE,1900 Block of MISSION ST,-122.41967661614986,37.76585109774353,POINT (-122.41967661614986 37.765851097743536),18029418706243,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1131,180293703,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/20/2018,17:37,SOUTHERN,NONE,700 Block of MISSION ST,-122.40307000084677,37.785268630908725,POINT (-122.40307000084677 37.78526863090873),18029370364085,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1132,180293703,MISSING PERSON,FOUND PERSON,Friday,04/20/2018,17:37,SOUTHERN,NONE,700 Block of MISSION ST,-122.40307000084677,37.785268630908725,POINT (-122.40307000084677 37.78526863090873),18029370375000,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1133,180293480,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/20/2018,17:08,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.41127918996864,37.77157857650432,POINT (-122.41127918996864 37.77157857650432),18029348064085,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1134,180304479,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,04/20/2018,17:00,SOUTHERN,NONE,300 Block of 8TH ST,-122.40974174488078,37.77481044057944,POINT (-122.40974174488075 37.77481044057944),18030447905071,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1135,186090056,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,17:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609005606244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1136,180293612,ASSAULT,THREATS AGAINST LIFE,Friday,04/20/2018,16:56,SOUTHERN,NONE,6TH ST / HOWARD ST,-122.40716304695442,37.77973763389907,POINT (-122.40716304695442 37.77973763389907),18029361219057,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1137,180293264,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/20/2018,16:06,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029326464020,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1138,180294955,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/20/2018,16:00,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.40428738373213,37.7721179825299,POINT (-122.40428738373211 37.7721179825299),18029495507021,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1139,186102526,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,16:00,SOUTHERN,NONE,800 Block of HOWARD ST,-122.40389095544536,37.782401407213186,POINT (-122.40389095544535 37.78240140721319),18610252606372,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1140,180293195,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/20/2018,15:59,SOUTHERN,NONE,HOWARD ST / RUSS ST,-122.40827566497728,37.77885984794712,POINT (-122.40827566497728 37.77885984794712),18029319564020,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1141,180293173,ASSAULT,BATTERY OF A POLICE OFFICER,Friday,04/20/2018,15:44,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,-122.41561633832019,37.768536012358325,POINT (-122.41561633832019 37.76853601235833),18029317304154,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1142,180293173,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/20/2018,15:44,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,-122.41561633832019,37.768536012358325,POINT (-122.41561633832019 37.76853601235833),18029317306152,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1143,180293173,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,04/20/2018,15:44,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,-122.41561633832019,37.768536012358325,POINT (-122.41561633832019 37.76853601235833),18029317315041,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1144,186106067,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,15:20,SOUTHERN,NONE,500 Block of NATOMA ST,-122.40932521049572,37.77881574264266,POINT (-122.40932521049572 37.778815742642664),18610606706372,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1145,180293509,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,04/20/2018,14:54,SOUTHERN,NONE,700 Block of MARKET ST,-122.40391914835712,37.78711609846718,POINT (-122.40391914835712 37.78711609846718),18029350906304,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1146,180293537,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,04/20/2018,14:03,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335207421,37.78418935014246,POINT (-122.4076335207421 37.78418935014246),18029353706364,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1147,180293327,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/20/2018,13:50,SOUTHERN,NONE,1600 Block of MISSION ST,-122.41923053419802,37.77203325864065,POINT (-122.41923053419802 37.77203325864065),18029332706243,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1148,180301776,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,13:00,MISSION,NONE,14TH ST / MISSION ST,-122.41998344769743,37.76827267636187,POINT (-122.41998344769745 37.76827267636187),18030177606373,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1149,186097701,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/20/2018,13:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609770106374,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1150,186099133,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,13:00,MISSION,NONE,BROSNAN ST / VALENCIA ST,-122.42225900330317,37.76875475746337,POINT (-122.42225900330317 37.76875475746337),18609913306372,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1151,180292539,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,12:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029253906371,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1152,180292539,VANDALISM,"MALICIOUS MISCHIEF, JUVENILE SUSPECT",Friday,04/20/2018,12:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029253928091,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1153,180292539,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/20/2018,12:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029253928150,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1154,180146340,NON-CRIMINAL,TRAFFIC ACCIDENT,Friday,04/20/2018,12:16,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18014634068050,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1155,180296202,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,04/20/2018,12:00,SOUTHERN,NONE,700 Block of MINNA ST,-122.413361136168,37.776362805349976,POINT (-122.41336113616799 37.776362805349976),18029620209024,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1156,180345592,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,04/20/2018,12:00,MISSION,NONE,100 Block of HAMPSHIRE ST,-122.40874616998121,37.76740406013858,POINT (-122.4087461699812 37.767404060138574),18034559209029,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1157,186103552,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/20/2018,12:00,SOUTHERN,NONE,7TH ST / FOLSOM ST,-122.40784413679188,37.776746219538886,POINT (-122.40784413679188 37.776746219538886),18610355206374,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1158,180292476,ASSAULT,BATTERY,Friday,04/20/2018,11:38,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935028,37.781526271747,POINT (-122.40950430935028 37.781526271747),18029247604134,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1159,186090391,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/20/2018,11:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609039106372,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1160,180292288,ASSAULT,BATTERY,Friday,04/20/2018,11:09,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.41234969489278,37.77555584827898,POINT (-122.4123496948928 37.77555584827898),18029228804134,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1161,180292288,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,04/20/2018,11:09,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.41234969489278,37.77555584827898,POINT (-122.4123496948928 37.77555584827898),18029228812030,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1162,186097648,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/20/2018,10:45,SOUTHERN,NONE,HARRIET ST / HOWARD ST,-122.40769560166349,37.77931698158411,POINT (-122.4076956016635 37.77931698158411),18609764806244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1163,186091173,NON-CRIMINAL,LOST PROPERTY,Friday,04/20/2018,10:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609117371000,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1164,180277995,NON-CRIMINAL,SEARCH WARRANT SERVICE,Friday,04/20/2018,09:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18027799575025,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1165,180292131,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/20/2018,09:30,SOUTHERN,NONE,900 Block of BRYANT ST,-122.40499127747995,37.774011605442006,POINT (-122.40499127747995 37.77401160544201),18029213164020,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1166,180292028,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Friday,04/20/2018,08:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029202827300,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1167,180292028,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/20/2018,08:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029202864085,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1168,180292028,NON-CRIMINAL,SEARCH WARRANT SERVICE,Friday,04/20/2018,08:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18029202875025,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1169,180291832,ASSAULT,BATTERY,Friday,04/20/2018,08:28,SOUTHERN,NONE,200 Block of 8TH ST,-122.41127194053715,37.776032950124375,POINT (-122.41127194053715 37.776032950124375),18029183204134,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1170,180295276,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/20/2018,08:10,SOUTHERN,NONE,10TH ST / FOLSOM ST,-122.41282664802355,37.77281156257504,POINT (-122.41282664802354 37.772811562575036),18029527606153,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1171,180291939,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/20/2018,06:30,MISSION,NONE,2000 Block of MARKET ST,-122.42768226481701,37.76831480085024,POINT (-122.427682264817 37.76831480085024),18029193928150,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1172,180304015,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,04/20/2018,01:00,MISSION,NONE,300 Block of 14TH ST,-122.4217870998047,37.76821966697896,POINT (-122.4217870998047 37.76821966697895),18030401528160,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1173,186097488,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/19/2018,23:15,SOUTHERN,NONE,COLUMBIASQUARE ST / HARRISON ST,-122.4048992819438,37.776620785526454,POINT (-122.40489928194381 37.776620785526454),18609748806244,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1174,180291202,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,04/19/2018,23:01,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41356409174415,37.77951403006305,POINT (-122.41356409174416 37.77951403006305),18029120228100,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1175,180291274,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,04/19/2018,22:45,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40979519450485,37.78003562683942,POINT (-122.40979519450484 37.78003562683942),18029127428100,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1176,180291371,ASSAULT,BATTERY,Thursday,04/19/2018,22:34,SOUTHERN,NONE,9TH ST / HARRISON ST,-122.41007854484178,37.77252649342609,POINT (-122.41007854484178 37.772526493426085),18029137104134,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
1177,186091236,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,04/19/2018,22:11,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18609123606224,94103,1614,169,329,506,610,23049,1891,1638,3521,3848,1171,7190,3790,24865,16116,16061,15299,762,55,8749,49052.0,102297,59868,109758,55807,44853,97622,50216,26636,24626,2010
